"Season","Squad","Comp","Player","Nation","Pos","Age","MP","Min_Playing_Time","Mn_per_MP_Playing_Time","Min_percent_Playing_Time","Mins_Per_90_Playing_Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team_Success","onG_Team_Success","onGA_Team_Success","Plus_Minus_Team_Success","Plus_Minus90_Team_Success","On_minus_Off_Team_Success","onxG_Team_Success_xG_","onxGA_Team_Success_xG","xGPlus_Minus_Team_Success_xG","xGPlus_Minus90_Team_Success_xG","On_minus_Off_Team_Success_xG","PlayerURL","MP_Playing_Time","LeagueName","LeagueURL","StatType"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Laura Sieger","GER","GK","25-250",NA,118,59,18.7,1.3,2,59,1,0,NA,0,1,3,3,0,0,1.41,1.2,2.2,-0.9,-0.72,-0.06,"https://fbref.com/en/players/90177ab1/Laura-Sieger",2,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Christin Meyer","GER","MF,FW","25-012",NA,267,38,42.4,3,1,75,0,6,32,0,0.86,7,5,2,0.67,3.15,3.1,2.9,0.2,0.08,1.3,"https://fbref.com/en/players/5de1a331/Christin-Meyer",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Victoria Schulz","GER","MF,FW","27-349",NA,236,39,37.5,2.6,1,90,1,5,29,1,1,5,4,1,0.38,2.44,2.1,4.3,-2.2,-0.84,-0.28,"https://fbref.com/en/players/12fddac2/Victoria-Schulz",6,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Viktoria Schwalm","GER","FW,MF","27-321",NA,118,39,18.7,1.3,1,59,0,2,30,0,0.33,0,3,-3,-2.29,-1.41,2,1.3,0.7,0.5,1.44,"https://fbref.com/en/players/109cdc0e/Viktoria-Schwalm",3,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Annalena Wucher","AUT","DF,FW","26-143",NA,41,21,6.5,0.5,0,NA,0,2,21,5,1,2,0,2,4.39,5.92,0.4,0.5,-0.1,-0.31,0.38,"https://fbref.com/en/players/e95a092a/Annalena-Wucher",2,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Vildan Kardesler","GER","MF","27-244",NA,15,15,2.4,0.2,0,NA,0,1,15,5,0,0,3,-3,-18,-17.27,0.1,0.7,-0.5,-3.16,-2.55,"https://fbref.com/en/players/0836fac5/Vildan-Kardesler",1,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Almudena Sierra","FRA","FW","18-182",NA,4,4,0.6,0,0,NA,0,1,4,4,0,0,1,-1,-22.5,-21.49,0,0.7,-0.7,-16.62,-16.06,"https://fbref.com/en/players/dfaf8c97/Almudena-Sierra",1,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Sophie Profé","GER","DF","22-180",NA,1,1,0.2,0,0,NA,0,1,1,3,1,1,0,1,90,91.29,0.1,0,0.1,5.64,6.32,"https://fbref.com/en/players/3fbda4cf/Sophie-Profe",1,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Melina Krüger","GER","MF","19-294",NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7e6fec87/Melina-Kruger",0,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Toma Ihlenburg","GER","DF","22-326",NA,630,90,100,7,7,90,7,0,NA,0,0.29,7,16,-9,-1.29,NA,4.5,15.8,-11.3,-1.61,NA,"https://fbref.com/en/players/284f0c28/Toma-Ihlenburg",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Josephine Bonsu","GHA","DF","26-067",NA,603,86,95.7,6.7,7,86,5,0,NA,0,0.29,7,15,-8,-1.19,2.14,4.4,15.2,-10.7,-1.6,0.2,"https://fbref.com/en/players/859f40d8/Josephine-Bonsu",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Isabella Jaron","GER","FW,MF","23-275",NA,588,84,93.3,6.5,7,84,5,0,NA,0,0.29,7,16,-9,-1.38,-1.38,4.5,15.2,-10.7,-1.64,-0.51,"https://fbref.com/en/players/27204b59/Isabella-Jaron",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Felicia Sophie Sträßer","GER","DF","17-314",NA,585,84,92.9,6.5,7,84,6,0,NA,0,0.29,6,14,-8,-1.23,0.77,3.5,14.9,-11.4,-1.76,-2.06,"https://fbref.com/en/players/f32b2b51/Felicia-Sophie-Strasser",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Noemi Gentile","GER","MF,FW","25-185",NA,568,81,90.2,6.3,7,81,4,0,NA,0,0.29,4,13,-9,-1.43,-1.43,2.8,13.7,-10.8,-1.72,-1.11,"https://fbref.com/en/players/bcfe3ce4/Noemi-Gentile",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Stefanie Schmid","GER","DF","20-032",NA,569,81,90.3,6.3,6,87,5,1,45,0,0.29,5,14,-9,-1.42,-1.42,3.1,14.2,-11.1,-1.76,-1.51,"https://fbref.com/en/players/48fb9ed5/Stefanie-Schmid",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Nelly Juckel","GER","DF,MF","23-256",NA,547,78,86.8,6.1,6,87,5,1,28,0,0.29,7,16,-9,-1.48,-1.48,4,14.4,-10.4,-1.71,-0.79,"https://fbref.com/en/players/0573d823/Nelly-Juckel",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Hannah Etzold","GER","GK","20-196",NA,540,90,85.7,6,6,90,6,0,NA,1,0.17,6,15,-9,-1.5,-1.5,3.7,13.9,-10.2,-1.7,-0.65,"https://fbref.com/en/players/636e368e/Hannah-Etzold",6,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Rieke Tietz","GER","FW","23-231",NA,505,72,80.2,5.6,6,77,1,1,45,0,0.29,7,14,-7,-1.25,0.19,3.9,11.8,-7.8,-1.4,1.07,"https://fbref.com/en/players/f3e42d2e/Rieke-Tietz",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Lisa Gora","GER","MF,DF","21-238",NA,391,56,62.1,4.3,6,58,0,1,45,0,0.29,3,9,-6,-1.38,-0.25,3.1,9.6,-6.6,-1.51,0.26,"https://fbref.com/en/players/e4e4f1c0/Lisa-Gora",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Emily Reske","GER","MF","20-216",NA,390,56,61.9,4.3,5,65,0,2,33,0,0.29,3,5,-2,-0.46,2.16,2.5,7.7,-5.2,-1.2,1.08,"https://fbref.com/en/players/df742823/Emily-Reske",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Nike Herrmann","GER","MF","23-210",NA,246,49,39,2.7,2,90,2,3,22,0,0.2,4,8,-4,-1.46,-0.29,2.7,6.2,-3.5,-1.29,0.52,"https://fbref.com/en/players/6e067c8e/Nike-Herrmann",5,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Merza Julević","GER","MF","35-192",NA,180,60,28.6,2,1,90,1,2,45,1,0.33,2,5,-3,-1.5,-0.3,1.1,5,-3.8,-1.92,-0.44,"https://fbref.com/en/players/55229ecf/Merza-Julevic",3,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Elena Mühlemann","SUI","MF,FW","22-075",NA,163,33,25.9,1.8,1,45,0,4,30,0,0.4,3,5,-2,-1.1,0.24,1.3,4,-2.7,-1.51,0.14,"https://fbref.com/en/players/917afc8a/Elena-Muhlemann",5,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Jasmin Janning","GER","GK","20-162",NA,90,90,14.3,1,1,90,1,0,NA,4,1,1,1,0,0,1.5,0.9,1.9,-1.1,-1.05,0.65,"https://fbref.com/en/players/12874514/Jasmin-Janning",1,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Melina Reuter","GER","FW,MF","19-310",NA,80,27,12.7,0.9,1,45,0,2,18,0,0.33,1,1,0,0,1.47,1.4,1.3,0.1,0.14,2,"https://fbref.com/en/players/9ddd2e09/Melina-Reuter",3,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Bente Fischer","GER","DF","22-333",NA,45,45,7.1,0.5,1,45,0,0,NA,5,0,1,2,-1,-2,-0.77,0.4,1.5,-1.1,-2.13,-0.56,"https://fbref.com/en/players/66834f26/Bente-Fischer",1,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Anna Margraf","AUS","FW,MF","24-172",NA,129,22,20.5,1.4,0,NA,0,6,22,0,0.17,2,5,-3,-2.09,-1.02,1.6,5,-3.4,-2.36,-0.94,"https://fbref.com/en/players/53836ede/Anna-Margraf",6,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Suya Haering","NZL","DF,MF","20-115",NA,81,14,12.9,0.9,0,NA,0,6,14,1,0.33,1,2,-1,-1.11,0.2,0.4,2.5,-2.1,-2.37,-0.87,"https://fbref.com/en/players/ebfc08fe/Suya-Haering",6,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Anja Heuschkel","GER","MF","28-083",NA,NA,NA,NA,NA,0,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a3525abf/Anja-Heuschkel",0,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Julia Kassen","GER","GK","23-162",NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/b4bb0de8/Julia-Kassen",0,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Anika Metzner","GER","DF","24-294",NA,NA,NA,NA,NA,0,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1621363b/Anika-Metzner",0,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Carl-Zeiss Jena","Frauen-Bundesliga","Gwendolyn Mummert","GER","DF","26-172",NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/8443a594/Gwendolyn-Mummert",0,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Lena Ostermeier","GER","DF","29-025",NA,630,90,100,7,7,90,7,0,NA,0,0.14,2,20,-18,-2.57,NA,4.7,15,-10.3,-1.47,NA,"https://fbref.com/en/players/4e673b2e/Lena-Ostermeier",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Vanessa Furst","GER","DF,MF","24-000",NA,626,89,99.4,7,7,89,6,0,NA,0,0.14,2,20,-18,-2.59,-2.59,4.7,14.7,-10.1,-1.44,4.46,"https://fbref.com/en/players/8ad8b4b4/Vanessa-Furst",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Ramona Maier","GER","FW,MF","30-037",NA,608,87,96.5,6.8,7,87,5,0,NA,0,0.14,2,19,-17,-2.52,1.57,4.6,13.8,-9.2,-1.36,3.19,"https://fbref.com/en/players/7f2c8da2/Ramona-Maier",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Jacqueline Klasen","GER","DF","31-264",NA,591,84,93.8,6.6,7,84,6,0,NA,0,0.14,2,18,-16,-2.44,2.18,4.2,13.2,-9,-1.37,1.61,"https://fbref.com/en/players/51532c67/Jacqueline-Klasen",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Paula Flach","GER","DF","22-177",NA,569,81,90.3,6.3,7,81,5,0,NA,0,0.14,2,16,-14,-2.21,3.69,4.2,12.7,-8.4,-1.33,1.46,"https://fbref.com/en/players/66605f59/Paula-Flach",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Laureta Elmazi","GER","FW,MF","22-122",NA,546,78,86.7,6.1,7,78,3,0,NA,0,0.14,2,20,-18,-2.97,-2.97,4.4,13.2,-8.8,-1.45,0.16,"https://fbref.com/en/players/8b4050bb/Laureta-Elmazi",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Jana Feldkamp","GER","MF","27-225",NA,526,88,83.5,5.8,6,88,5,0,NA,0,0.17,2,18,-16,-2.74,-1.01,3.9,13.1,-9.2,-1.58,-0.63,"https://fbref.com/en/players/11bb564b/Jana-Feldkamp",6,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Kim Sindermann","GER","GK","24-298",NA,450,90,71.4,5,5,90,5,0,NA,2,0.2,1,17,-16,-3.2,-2.2,3.3,12.6,-9.3,-1.87,-1.38,"https://fbref.com/en/players/a931eea3/Kim-Sindermann",5,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Shari Van Belle","BEL","MF,FW","25-308",NA,394,66,62.5,4.4,5,73,0,1,30,1,0.17,1,16,-15,-3.43,-2.28,2.8,10.5,-7.7,-1.75,-0.75,"https://fbref.com/en/players/1bb31d9a/Shari-Van-Belle",6,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Natasha Kowalski","GER","MF,DF","22-136",NA,335,56,53.2,3.7,3,76,1,3,35,0,0.17,0,11,-11,-2.96,-0.82,3.5,7.2,-3.7,-1,1.01,"https://fbref.com/en/players/2fffa5fc/Natasha-Kowalski",6,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Paulina Platner","GER","MF","19-344",NA,272,54,43.2,3,3,78,1,2,19,2,0.2,1,3,-2,-0.66,3.36,1.8,3.8,-2,-0.67,1.41,"https://fbref.com/en/players/2a25cabb/Paulina-Platner",5,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Maike Berentzen","GER","FW,MF","28-258",NA,240,40,38.1,2.7,3,61,0,3,19,0,0.17,1,9,-8,-3,-0.69,2.4,5.2,-2.8,-1.05,0.69,"https://fbref.com/en/players/62828f6a/Maike-Berentzen",6,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Kassandra Potsi","GER","FW","",NA,238,48,37.8,2.6,2,79,1,3,27,0,0,1,4,-3,-1.13,2.31,1.8,4.1,-2.3,-0.86,0.98,"https://fbref.com/en/players/8a123937/Kassandra-Potsi",5,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Laura Pucks","GER","DF,FW","21-208",NA,236,47,37.5,2.6,2,84,1,3,23,0,0,0,12,-12,-4.58,-3.21,1,9.6,-8.6,-3.28,-2.88,"https://fbref.com/en/players/ca1437fa/Laura-Pucks",5,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Luisa Palmen","GER","GK","23-264",NA,180,90,28.6,2,2,90,2,0,NA,5,0,1,3,-2,-1,2.2,1.4,2.4,-1,-0.49,1.38,"https://fbref.com/en/players/2be5425a/Luisa-Palmen",2,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Julia Debitzki","GER","MF,DF","34-123",NA,156,26,24.8,1.7,2,51,0,4,14,1,0.17,1,6,-5,-2.88,-0.42,1.2,4.1,-2.8,-1.64,-0.23,"https://fbref.com/en/players/984d8a46/Julia-Debitzki",6,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Leonie Köpp","GER","MF,FW","18-196",NA,278,40,44.1,3.1,1,45,0,6,39,0,0.14,1,7,-6,-1.94,1.13,1.4,7.4,-6,-1.95,-0.86,"https://fbref.com/en/players/0f813d65/Leonie-Kopp",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Beke Sterner","GER","MF","22-246",NA,13,13,2.1,0.1,1,13,0,0,NA,0,0,0,0,0,0,2.63,0,0.2,-0.2,-1.26,0.22,"https://fbref.com/en/players/b8894d39/Beke-Sterner",1,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Lany Bäcker","GER","MF,FW","17-234",NA,34,11,5.4,0.4,0,NA,0,3,11,3,0.33,0,1,-1,-2.65,-0.08,0.2,1.9,-1.7,-4.6,-3.31,"https://fbref.com/en/players/e9517443/Lany-Backer",3,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Lucy Minne","GER","FW","17-153",NA,8,8,1.3,0.1,0,NA,0,1,8,0,0,0,0,0,0,2.6,0,0.2,-0.2,-2.38,-0.91,"https://fbref.com/en/players/6d4928ae/Lucy-Minne",1,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Teresa Buonarroti","","DF","",NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/b3986d4f/Teresa-Buonarroti",0,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Emilia Gonzalez","GER","GK","17-276",NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/3c946352/Emilia-Gonzalez",0,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Pia Lucassen","GER","GK","19-165",NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ee426180/Pia-Lucassen",0,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Jule Schneider","GER","MF","18-078",NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/5f1c5fff/Jule-Schneider",0,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Essen","Frauen-Bundesliga","Mailin Tenhagen","GER","DF","17-344",NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c34d5c8b/Mailin-Tenhagen",0,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
